block,timestamp,trade_size_usdc,uniswap_price,sushiswap_price,signed_spread,absolute_spread,relative_spread_pct,spot_buy_dex,spot_sell_dex,route_a_pnl,route_a_return_pct,route_b_pnl,route_b_return_pct,best_route,best_final_usdc,best_pnl_before_gas,best_return_before_gas_pct,profitable_before_gas
26011777,2026-09-19 13:11:47+00:00,500.0,2635.463951025392,2641.417072362232,5.9531213368400415,5.9531213368400415,0.22588513625936085,Uniswap V3,SushiSwap V2,-4.603571,-0.9207142,-2.36604,-0.473208,Uniswap V3 -> SushiSwap V2,497.63396,-2.36604,-0.473208,False
26011777,2026-09-19 13:11:47+00:00,1000.0,2635.463951025392,2641.417072362232,5.9531213368400415,5.9531213368400415,0.22588513625936085,Uniswap V3,SushiSwap V2,-12.645872,-1.2645872,-8.192378,-0.8192378,Uniswap V3 -> SushiSwap V2,991.807622,-8.192378,-0.8192378,False
26011777,2026-09-19 13:11:47+00:00,5000.0,2635.463951025392,2641.417072362232,5.9531213368400415,5.9531213368400415,0.22588513625936085,Uniswap V3,SushiSwap V2,-196.598113,-3.93196226,-175.16001,-3.5032002,Uniswap V3 -> SushiSwap V2,4824.83999,-175.16001,-3.5032002,False
26011777,2026-09-19 13:11:47+00:00,10000.0,2635.463951025392,2641.417072362232,5.9531213368400415,5.9531213368400415,0.22588513625936085,Uniswap V3,SushiSwap V2,-707.013235,-7.07013235,-666.056085,-6.66056085,Uniswap V3 -> SushiSwap V2,9333.943915,-666.056085,-6.66056085,False
26011778,2026-09-19 13:11:59+00:00,100.0,2635.199143522907,2641.417072362232,6.217928839325078,6.217928839325078,0.23595669627505048,Uniswap V3,SushiSwap V2,-0.65387,-0.65387,-0.184619,-0.184619,Uniswap V3 -> SushiSwap V2,99.815381,-0.184619,-0.184619,False
26011778,2026-09-19 13:11:59+00:00,500.0,2635.199143522907,2641.417072362232,6.217928839325078,6.217928839325078,0.23595669627505048,Uniswap V3,SushiSwap V2,-4.653348,-0.9306696,-2.316208,-0.4632416,Uniswap V3 -> SushiSwap V2,497.683792,-2.316208,-0.4632416,False
26011778,2026-09-19 13:11:59+00:00,1000.0,2635.199143522907,2641.417072362232,6.217928839325078,6.217928839325078,0.23595669627505048,Uniswap V3,SushiSwap V2,-12.74508,-1.274508,-8.093406,-0.8093406,Uniswap V3 -> SushiSwap V2,991.906594,-8.093406,-0.8093406,False
26011778,2026-09-19 13:11:59+00:00,5000.0,2635.199143522907,2641.417072362232,6.217928839325078,6.217928839325078,0.23595669627505048,Uniswap V3,SushiSwap V2,-197.080747,-3.94161494,-174.691566,-3.49383132,Uniswap V3 -> SushiSwap V2,4825.308434,-174.691566,-3.49383132,False
26011778,2026-09-19 13:11:59+00:00,10000.0,2635.199143522907,2641.417072362232,6.217928839325078,6.217928839325078,0.23595669627505048,Uniswap V3,SushiSwap V2,-707.946961,-7.07946961,-665.179496,-6.65179496,Uniswap V3 -> SushiSwap V2,9334.820504,-665.179496,-6.65179496,False
26011779,2026-09-19 13:12:11+00:00,100.0,2635.1963237045757,2641.417072362232,6.220748657656529,6.220748657656529,0.23606395476870434,Uniswap V3,SushiSwap V2,-0.653976,-0.653976,-0.184512,-0.184512,Uniswap V3 -> SushiSwap V2,99.815488,-0.184512,-0.184512,False
